Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Hour(Order_time),Hour(Delivery_time),Order_month,Delivery_month,Price (INR),Total Revenue,Diff_order_delivery,Day_name(order_date),Day_name(delivery_date)
982,C019,47,4,44985,0.789155093,44989,0.132905093,Srinagar,Holi,18,3,February,March,1638,6552,4,Tuesday,Saturday
436,C058,8,1,44953,0.255555556,44960,0.34431713,Salem,Anniversary,6,8,January,February,252,252,7,Friday,Friday
471,C092,23,2,44957,0.506261574,44967,0.243125,Tirunelveli,Anniversary,12,5,January,February,1098,2196,10,Tuesday,Friday
604,C069,39,3,44957,0.829814815,44960,0.892106481,Tadipatri,All Occasions,19,21,January,February,387,1161,3,Tuesday,Friday
681,C098,23,5,44955,0.422291667,44962,0.501018519,Nashik,Anniversary,10,12,January,February,1098,5490,7,Sunday,Sunday
739,C094,24,5,44956,0.405439815,44960,0.439965278,Berhampur,Birthday,9,10,January,February,535,2675,4,Monday,Friday
55,C040,5,1,44965,0.334108796,44970,0.32150463,Kottayam,All Occasions,8,7,February,February,1444,1444,5,Wednesday,Monday
47,C013,7,5,44983,0.544768519,44985,0.250231481,Jaipur,Holi,13,6,February,February,409,2045,2,Sunday,Tuesday
16,C013,20,3,44973,0.629293981,44977,0.926631944,Khammam,Anniversary,15,22,February,February,697,2091,4,Thursday,Monday
21,C090,32,1,44966,0.472824074,44969,0.483634259,Bathinda,Birthday,11,11,February,February,1792,1792,3,Thursday,Sunday
66,C017,35,5,44983,0.875509259,44984,0.268032407,Munger,Holi,21,6,February,February,1865,9325,1,Sunday,Monday
103,C097,18,3,44958,0.517349537,44965,0.952534722,Ichalkaranji,Birthday,12,22,February,February,781,2343,7,Wednesday,Wednesday
105,C063,36,2,44968,0.123333333,44978,0.065393519,Guna,Birthday,2,1,February,February,203,406,10,Saturday,Tuesday
114,C009,40,4,44960,0.668923611,44964,0.099166667,Kirari Suleman Nagar,Anniversary,16,2,February,February,1923,7692,4,Friday,Tuesday
129,C051,67,2,44974,0.223263889,44977,0.345509259,Ramgarh,Anniversary,5,8,February,February,1374,2748,3,Friday,Monday
156,C030,61,2,44966,0.347800926,44969,0.450856481,Ozhukarai,Anniversary,8,10,February,February,810,1620,3,Thursday,Sunday
163,C083,54,4,44974,0.82650463,44982,0.430740741,Ujjain,Anniversary,19,10,February,February,1236,4944,8,Friday,Saturday
213,C022,42,5,44971,0.351597222,44981,0.373738426,Dehradun,All Occasions,8,8,February,February,1744,8720,10,Tuesday,Friday
252,C040,69,2,44983,0.23712963,44985,0.341157407,Nandyal,Holi,5,8,February,February,998,1996,2,Sunday,Tuesday
323,C013,23,2,44966,0.759074074,44967,0.432349537,Khora,Anniversary,18,10,February,February,1098,2196,1,Thursday,Friday
324,C073,14,2,44959,0.782962963,44968,0.649236111,North Dumdum,Birthday,18,15,February,February,1915,3830,9,Thursday,Saturday
333,C100,22,5,44966,0.263368056,44967,0.157280093,South Dumdum,All Occasions,6,3,February,February,1639,8195,1,Thursday,Friday
375,C091,46,1,44968,0.17806713,44977,0.817800926,Mysore,Anniversary,4,19,February,February,758,758,9,Saturday,Monday
407,C074,69,3,44983,0.369571759,44985,0.173425926,Jamalpur,Holi,8,4,February,February,998,2994,2,Sunday,Tuesday
409,C049,50,4,44983,0.738877315,44985,0.822881944,Khammam,Holi,17,19,February,February,422,1688,2,Sunday,Tuesday
420,C039,6,3,44984,0.358564815,44985,0.005196759,Kota,Holi,8,0,February,February,1112,3336,1,Monday,Tuesday
474,C051,1,4,44964,0.272210648,44971,0.083414352,Dibrugarh,All Occasions,6,2,February,February,1935,7740,7,Tuesday,Tuesday
543,C023,51,4,44969,0.910532407,44974,0.495243056,Saharanpur,All Occasions,21,11,February,February,1084,4336,5,Sunday,Friday
546,C064,25,3,44959,0.92005787,44968,0.416747685,Motihari,Anniversary,22,10,February,February,1202,3606,9,Thursday,Saturday
548,C012,25,2,44978,0.522800926,44979,0.824814815,Gorakhpur,Anniversary,12,19,February,February,1202,2404,1,Tuesday,Wednesday
617,C083,22,1,44976,0.120625,44985,0.709421296,Uluberia,All Occasions,2,17,February,February,1639,1639,9,Sunday,Tuesday
627,C024,51,4,44962,0.187789352,44965,0.984861111,Sirsa,All Occasions,4,23,February,February,1084,4336,3,Sunday,Wednesday
645,C033,50,3,44984,0.0740625,44985,0.088321759,Danapur,Holi,1,2,February,February,422,1266,1,Monday,Tuesday
662,C068,20,3,44966,0.770740741,44975,0.352696759,Hazaribagh,Anniversary,18,8,February,February,697,2091,9,Thursday,Saturday
676,C038,46,4,44975,0.529444444,44977,0.869814815,Kanpur,Anniversary,12,20,February,February,758,3032,2,Saturday,Monday
707,C036,70,4,44960,0.262106481,44969,0.044664352,Tirunelveli,Birthday,6,1,February,February,866,3464,9,Friday,Sunday
723,C045,14,3,44961,0.750659722,44962,0.039907407,Mau,Birthday,18,0,February,February,1915,5745,1,Saturday,Sunday
729,C030,17,1,44980,0.76380787,44982,0.493969907,Kollam,Anniversary,18,11,February,February,1899,1899,2,Thursday,Saturday
735,C037,56,1,44959,0.30724537,44961,0.248587963,Nandyal,Anniversary,7,5,February,February,1272,1272,2,Thursday,Saturday
775,C077,45,1,44976,0.158449074,44981,0.980405093,Anand,Birthday,3,23,February,February,722,722,5,Sunday,Friday
777,C016,70,3,44981,0.648576389,44984,0.478923611,Bhusawal,Birthday,15,11,February,February,866,2598,3,Friday,Monday
832,C026,65,4,44958,0.789166667,44967,0.096863426,Etawah,All Occasions,18,2,February,February,1895,7580,9,Wednesday,Friday
857,C053,63,1,44966,0.390486111,44975,0.583842593,Bareilly,All Occasions,9,14,February,February,1348,1348,9,Thursday,Saturday
861,C030,32,1,44966,0.346886574,44971,0.109421296,Bidar,Birthday,8,2,February,February,1792,1792,5,Thursday,Tuesday
923,C034,7,4,44984,0.609398148,44985,0.917789352,Ahmedabad,Holi,14,22,February,February,409,1636,1,Monday,Tuesday
943,C026,22,4,44976,0.6021875,44979,0.795821759,Narasaraopet,All Occasions,14,19,February,February,1639,6556,3,Sunday,Wednesday
961,C016,1,5,44958,0.284351852,44967,0.871273148,Gulbarga,All Occasions,6,20,February,February,1935,9675,9,Wednesday,Friday
991,C054,36,5,44966,0.625833333,44972,0.720092593,Barasat,Birthday,15,17,February,February,203,1015,6,Thursday,Wednesday
5,C078,58,2,44968,0.822777778,44975,0.464490741,Rajkot,Valentine's Day,19,11,February,February,1492,2984,7,Saturday,Saturday
56,C095,58,5,44965,0.508194444,44970,0.786099537,Danapur,Valentine's Day,12,18,February,February,1492,7460,5,Wednesday,Monday
37,C096,19,5,44967,0.459074074,44972,0.888611111,Katni,Valentine's Day,11,21,February,February,1234,6170,5,Friday,Wednesday
20,C011,52,1,44968,0.608993056,44971,0.065462963,Madurai,Valentine's Day,14,1,February,February,236,236,3,Saturday,Tuesday
43,C046,49,3,44969,0.93837963,44973,0.116516204,Sambalpur,Valentine's Day,22,2,February,February,903,2709,4,Sunday,Thursday
78,C062,11,2,44961,0.541770833,44965,0.855034722,Pallavaram,Valentine's Day,13,20,February,February,1096,2192,4,Saturday,Wednesday
87,C055,2,5,44961,0.553715278,44968,0.962916667,Malda,Valentine's Day,13,23,February,February,441,2205,7,Saturday,Saturday
89,C060,3,5,44969,0.956157407,44970,0.612280093,Aurangabad,Valentine's Day,22,14,February,February,1534,7670,1,Sunday,Monday
121,C048,33,3,44962,0.096469907,44966,0.312164352,Guntur,Valentine's Day,2,7,February,February,314,942,4,Sunday,Thursday
126,C040,19,5,44961,0.103055556,44970,0.553217593,Dharmavaram,Valentine's Day,2,13,February,February,1234,6170,9,Saturday,Monday
131,C078,3,5,44961,0.85474537,44968,0.353506944,Satara,Valentine's Day,20,8,February,February,1534,7670,7,Saturday,Saturday
132,C045,49,4,44961,0.974780093,44970,0.830416667,Thoothukudi,Valentine's Day,23,19,February,February,903,3612,9,Saturday,Monday
146,C030,52,5,44970,0.766608796,44973,0.171956019,Vijayawada,Valentine's Day,18,4,February,February,236,1180,3,Monday,Thursday
161,C054,58,3,44970,0.130625,44971,0.966678241,Karaikudi,Valentine's Day,3,23,February,February,1492,4476,1,Monday,Tuesday
169,C051,3,2,44963,0.436770833,44973,0.05994213,Shivpuri,Valentine's Day,10,1,February,February,1534,3068,10,Monday,Thursday
173,C072,58,2,44964,0.969178241,44970,0.077696759,Deoghar,Valentine's Day,23,1,February,February,1492,2984,6,Tuesday,Monday
182,C070,2,1,44965,0.973263889,44972,0.255243056,Chennai,Valentine's Day,23,6,February,February,441,441,7,Wednesday,Wednesday
184,C027,52,3,44968,0.899224537,44977,0.208668981,Dharmavaram,Valentine's Day,21,5,February,February,236,708,9,Saturday,Monday
187,C008,49,5,44968,0.882418981,44973,0.398715278,Anantapur,Valentine's Day,21,9,February,February,903,4515,5,Saturday,Thursday
194,C030,58,4,44965,0.487141204,44966,0.204513889,Pondicherry,Valentine's Day,11,4,February,February,1492,5968,1,Wednesday,Thursday
206,C099,68,3,44968,0.925185185,44970,0.529178241,Ulhasnagar,Valentine's Day,22,12,February,February,597,1791,2,Saturday,Monday
223,C051,49,2,44962,0.364178241,44970,0.429155093,Bhalswa Jahangir Pur,Valentine's Day,8,10,February,February,903,1806,8,Sunday,Monday
225,C093,52,5,44962,0.508634259,44963,0.750763889,Arrah,Valentine's Day,12,18,February,February,236,1180,1,Sunday,Monday
229,C079,49,3,44968,0.871967593,44977,0.397800926,Junagadh,Valentine's Day,20,9,February,February,903,2709,9,Saturday,Monday
243,C043,3,1,44962,0.868483796,44967,0.521458333,Siwan,Valentine's Day,20,12,February,February,1534,1534,5,Sunday,Friday
248,C044,19,5,44965,0.363668981,44967,0.177094907,Alwar,Valentine's Day,8,4,February,February,1234,6170,2,Wednesday,Friday
253,C010,68,2,44969,0.600532407,44971,0.235729167,Bangalore,Valentine's Day,14,5,February,February,597,1194,2,Sunday,Tuesday
262,C038,49,3,44964,0.336990741,44968,0.046493056,Tirunelveli,Valentine's Day,8,1,February,February,903,2709,4,Tuesday,Saturday
264,C010,52,3,44966,0.232858796,44975,0.655393519,Asansol,Valentine's Day,5,15,February,February,236,708,9,Thursday,Saturday
265,C060,58,1,44967,0.887013889,44975,0.269826389,Gudivada,Valentine's Day,21,6,February,February,1492,1492,8,Friday,Saturday
280,C003,19,3,44964,0.73943287,44969,0.688252315,Mangalore,Valentine's Day,17,16,February,February,1234,3702,5,Tuesday,Sunday
291,C072,49,2,44967,0.008796296,44968,0.953368056,Nadiad,Valentine's Day,0,22,February,February,903,1806,1,Friday,Saturday
298,C057,3,1,44968,0.962835648,44969,0.095636574,Bahraich,Valentine's Day,23,2,February,February,1534,1534,1,Saturday,Sunday
306,C085,49,4,44961,0.483229167,44969,0.276388889,Bellary,Valentine's Day,11,6,February,February,903,3612,8,Saturday,Sunday
307,C042,3,1,44961,0.901319444,44965,0.477893519,Durgapur,Valentine's Day,21,11,February,February,1534,1534,4,Saturday,Wednesday
316,C048,2,5,44968,0.899363426,44972,0.306828704,Muzaffarnagar,Valentine's Day,21,7,February,February,441,2205,4,Saturday,Wednesday
350,C020,19,3,44970,0.5159375,44979,0.684837963,Kolkata,Valentine's Day,12,16,February,February,1234,3702,9,Monday,Wednesday
366,C033,3,3,44965,0.969293981,44973,0.452523148,Kolkata,Valentine's Day,23,10,February,February,1534,4602,8,Wednesday,Thursday
399,C008,68,1,44965,0.265127315,44972,0.297384259,Bareilly,Valentine's Day,6,7,February,February,597,597,7,Wednesday,Wednesday
405,C033,49,1,44967,0.961967593,44975,0.616412037,Guwahati,Valentine's Day,23,14,February,February,903,903,8,Friday,Saturday
416,C006,58,5,44969,0.695162037,44974,0.400706019,Saharanpur,Valentine's Day,16,9,February,February,1492,7460,5,Sunday,Friday
423,C067,19,1,44968,0.699282407,44974,0.007002315,Alappuzha,Valentine's Day,16,0,February,February,1234,1234,6,Saturday,Friday
426,C073,2,2,44970,0.958263889,44974,0.577083333,Kharagpur,Valentine's Day,22,13,February,February,441,882,4,Monday,Friday
442,C023,3,3,44965,0.752314815,44972,0.337256944,Khandwa,Valentine's Day,18,8,February,February,1534,4602,7,Wednesday,Wednesday
443,C046,49,3,44961,0.932164352,44970,0.094444444,Secunderabad,Valentine's Day,22,2,February,February,903,2709,9,Saturday,Monday
446,C079,33,5,44969,0.12087963,44972,0.460740741,Bokaro,Valentine's Day,2,11,February,February,314,1570,3,Sunday,Wednesday
449,C045,49,4,44970,0.137800926,44973,0.423391204,Ichalkaranji,Valentine's Day,3,10,February,February,903,3612,3,Monday,Thursday
451,C079,33,5,44964,0.011712963,44970,0.882604167,Ujjain,Valentine's Day,0,21,February,February,314,1570,6,Tuesday,Monday
454,C088,3,2,44964,0.976956019,44966,0.056898148,Suryapet,Valentine's Day,23,1,February,February,1534,3068,2,Tuesday,Thursday
456,C071,33,2,44969,0.952534722,44972,0.926458333,Nangloi Jat,Valentine's Day,22,22,February,February,314,628,3,Sunday,Wednesday
477,C099,33,4,44969,0.7209375,44971,0.133240741,Gangtok,Valentine's Day,17,3,February,February,314,1256,2,Sunday,Tuesday
478,C003,11,5,44965,0.049548611,44966,0.40994213,Ambarnath,Valentine's Day,1,9,February,February,1096,5480,1,Wednesday,Thursday
479,C071,11,1,44964,0.741909722,44968,0.450150463,Ghaziabad,Valentine's Day,17,10,February,February,1096,1096,4,Tuesday,Saturday
490,C075,2,1,44969,0.519479167,44971,0.518969907,Eluru,Valentine's Day,12,12,February,February,441,441,2,Sunday,Tuesday
492,C047,33,2,44961,0.579456019,44970,0.503159722,Salem,Valentine's Day,13,12,February,February,314,628,9,Saturday,Monday
493,C035,11,1,44962,0.924583333,44963,0.654988426,Gopalpur,Valentine's Day,22,15,February,February,1096,1096,1,Sunday,Monday
496,C021,11,4,44966,0.605520833,44973,0.545613426,Sambhal,Valentine's Day,14,13,February,February,1096,4384,7,Thursday,Thursday
498,C100,19,4,44970,0.89912037,44977,0.885,Bhusawal,Valentine's Day,21,21,February,February,1234,4936,7,Monday,Monday
519,C014,52,4,44964,0.965717593,44972,0.278009259,Hindupur,Valentine's Day,23,6,February,February,236,944,8,Tuesday,Wednesday
521,C062,33,5,44961,0.875196759,44965,0.103217593,Noida,Valentine's Day,21,2,February,February,314,1570,4,Saturday,Wednesday
527,C036,33,3,44968,0.53587963,44976,0.665358796,Bardhaman,Valentine's Day,12,15,February,February,314,942,8,Saturday,Sunday
561,C099,49,5,44969,0.517071759,44978,0.724699074,Ghaziabad,Valentine's Day,12,17,February,February,903,4515,9,Sunday,Tuesday
563,C077,58,5,44968,0.488402778,44976,0.211446759,Jorhat,Valentine's Day,11,5,February,February,1492,7460,8,Saturday,Sunday
573,C040,3,5,44965,0.119513889,44971,0.122986111,Thane,Valentine's Day,2,2,February,February,1534,7670,6,Wednesday,Tuesday
575,C076,49,2,44963,0.558703704,44966,0.62162037,Kota,Valentine's Day,13,14,February,February,903,1806,3,Monday,Thursday
582,C019,3,4,44961,0.77119213,44962,0.803252315,Latur,Valentine's Day,18,19,February,February,1534,6136,1,Saturday,Sunday
588,C056,49,5,44961,0.275694444,44962,0.890243056,Kishanganj,Valentine's Day,6,21,February,February,903,4515,1,Saturday,Sunday
593,C016,58,3,44962,0.72962963,44969,0.398645833,Bhilai,Valentine's Day,17,9,February,February,1492,4476,7,Sunday,Sunday
606,C047,3,5,44965,0.092511574,44974,0.313564815,Sambalpur,Valentine's Day,2,7,February,February,1534,7670,9,Wednesday,Friday
628,C061,11,5,44967,0.910034722,44970,0.880393519,Ongole,Valentine's Day,21,21,February,February,1096,5480,3,Friday,Monday
633,C031,52,5,44967,0.614375,44972,0.217199074,Surat,Valentine's Day,14,5,February,February,236,1180,5,Friday,Wednesday
651,C017,11,4,44970,0.094768519,44976,0.497152778,Panihati,Valentine's Day,2,11,February,February,1096,4384,6,Monday,Sunday
656,C032,68,2,44962,0.774085648,44963,0.198611111,Dehri,Valentine's Day,18,4,February,February,597,1194,1,Sunday,Monday
659,C048,19,5,44962,0.739537037,44969,0.942858796,Silchar,Valentine's Day,17,22,February,February,1234,6170,7,Sunday,Sunday
660,C053,58,3,44968,0.256087963,44978,0.867071759,Amravati,Valentine's Day,6,20,February,February,1492,4476,10,Saturday,Tuesday
669,C035,68,5,44967,0.299884259,44974,0.414375,Ludhiana,Valentine's Day,7,9,February,February,597,2985,7,Friday,Friday
673,C008,33,3,44961,0.246400463,44964,0.184467593,Gaya,Valentine's Day,5,4,February,February,314,942,3,Saturday,Tuesday
674,C065,68,2,44964,0.403761574,44973,0.986400463,Chennai,Valentine's Day,9,23,February,February,597,1194,9,Tuesday,Thursday
711,C093,68,3,44961,0.719074074,44963,0.618668981,Tiruppur,Valentine's Day,17,14,February,February,597,1791,2,Saturday,Monday
718,C028,49,1,44966,0.217766204,44970,0.265335648,Jabalpur,Valentine's Day,5,6,February,February,903,903,4,Thursday,Monday
721,C022,3,5,44964,0.1446875,44974,0.769467593,Vasai-Virar,Valentine's Day,3,18,February,February,1534,7670,10,Tuesday,Friday
728,C073,52,2,44965,0.573449074,44968,0.671712963,Panchkula,Valentine's Day,13,16,February,February,236,472,3,Wednesday,Saturday
734,C008,49,3,44968,0.48931713,44971,0.379236111,Morena,Valentine's Day,11,9,February,February,903,2709,3,Saturday,Tuesday
750,C022,19,3,44965,0.390752315,44971,0.933819444,Chapra,Valentine's Day,9,22,February,February,1234,3702,6,Wednesday,Tuesday
752,C034,3,5,44967,0.484733796,44969,0.441643519,Bally,Valentine's Day,11,10,February,February,1534,7670,2,Friday,Sunday
757,C001,2,3,44969,0.433252315,44977,0.194768519,Shivpuri,Valentine's Day,10,4,February,February,441,1323,8,Sunday,Monday
779,C052,3,1,44963,0.268483796,44965,0.119340278,Durgapur,Valentine's Day,6,2,February,February,1534,1534,2,Monday,Wednesday
780,C070,33,2,44967,0.479756944,44970,0.186400463,Bikaner,Valentine's Day,11,4,February,February,314,628,3,Friday,Monday
789,C048,58,4,44965,0.763611111,44972,0.33369213,Bally,Valentine's Day,18,8,February,February,1492,5968,7,Wednesday,Wednesday
793,C095,58,5,44962,0.734212963,44972,0.06130787,Mirzapur,Valentine's Day,17,1,February,February,1492,7460,10,Sunday,Wednesday
804,C009,3,3,44962,0.234236111,44964,0.082037037,Deoghar,Valentine's Day,5,1,February,February,1534,4602,2,Sunday,Tuesday
838,C003,19,3,44966,0.429178241,44974,0.256712963,Sirsa,Valentine's Day,10,6,February,February,1234,3702,8,Thursday,Friday
843,C007,68,1,44968,0.906979167,44969,0.810520833,Bikaner,Valentine's Day,21,19,February,February,597,597,1,Saturday,Sunday
864,C033,11,1,44968,0.815532407,44972,0.33724537,Lucknow,Valentine's Day,19,8,February,February,1096,1096,4,Saturday,Wednesday
865,C032,19,1,44969,0.756412037,44970,0.276388889,Kumbakonam,Valentine's Day,18,6,February,February,1234,1234,1,Sunday,Monday
869,C032,3,5,44963,0.418969907,44968,0.969768519,Hazaribagh,Valentine's Day,10,23,February,February,1534,7670,5,Monday,Saturday
874,C010,68,1,44968,0.529513889,44978,0.733148148,Ramagundam,Valentine's Day,12,17,February,February,597,597,10,Saturday,Tuesday
879,C092,33,2,44964,0.232337963,44967,0.477523148,Kishanganj,Valentine's Day,5,11,February,February,314,628,3,Tuesday,Friday
891,C027,58,2,44965,0.622719907,44973,0.996354167,Shivpuri,Valentine's Day,14,23,February,February,1492,2984,8,Wednesday,Thursday
892,C025,11,4,44963,0.772962963,44964,0.060347222,Thrissur,Valentine's Day,18,1,February,February,1096,4384,1,Monday,Tuesday
898,C018,52,1,44966,0.263101852,44970,0.967847222,Kadapa,Valentine's Day,6,23,February,February,236,236,4,Thursday,Monday
904,C013,2,4,44969,0.920694444,44974,0.04556713,Mira-Bhayandar,Valentine's Day,22,1,February,February,441,1764,5,Sunday,Friday
905,C080,58,1,44967,0.813599537,44973,0.355717593,Ichalkaranji,Valentine's Day,19,8,February,February,1492,1492,6,Friday,Thursday
906,C100,49,3,44963,0.053009259,44973,0.385277778,Jalandhar,Valentine's Day,1,9,February,February,903,2709,10,Monday,Thursday
914,C048,33,4,44966,0.619652778,44971,0.40787037,Sambhal,Valentine's Day,14,9,February,February,314,1256,5,Thursday,Tuesday
916,C063,33,2,44963,0.182743056,44971,0.888472222,Darbhanga,Valentine's Day,4,21,February,February,314,628,8,Monday,Tuesday
918,C083,19,2,44969,0.759097222,44978,0.918125,Pali,Valentine's Day,18,22,February,February,1234,2468,9,Sunday,Tuesday
952,C027,49,4,44969,0.116747685,44979,0.388298611,Bidar,Valentine's Day,2,9,February,February,903,3612,10,Sunday,Wednesday
967,C041,68,4,44969,0.014849537,44977,0.770694444,Siliguri,Valentine's Day,0,18,February,February,597,2388,8,Sunday,Monday
989,C017,52,3,44963,0.341284722,44972,0.08337963,Bidhannagar,Valentine's Day,8,2,February,February,236,708,9,Monday,Wednesday
994,C004,68,2,44970,0.947638889,44978,0.281597222,Chandigarh,Valentine's Day,22,6,February,February,597,1194,8,Monday,Tuesday
997,C098,19,2,44961,0.186423611,44967,0.493333333,Vasai-Virar,Valentine's Day,4,11,February,February,1234,2468,6,Saturday,Friday
999,C054,52,2,44963,0.945011574,44967,0.520381944,Miryalaguda,Valentine's Day,22,12,February,February,236,472,4,Monday,Friday
2,C019,41,2,45237,0.979375,45243,0.302974537,Jaipur,Diwali,23,7,November,November,1977,3954,6,Tuesday,Monday
50,C014,41,4,45239,0.289270833,45246,0.430115741,Jamalpur,Diwali,6,10,November,November,1977,7908,7,Thursday,Thursday
8,C097,43,3,45238,0.805578704,45244,0.364409722,Morena,Diwali,19,8,November,November,750,2250,6,Wednesday,Tuesday
22,C054,43,1,45239,0.045462963,45244,0.409571759,Tenali,Diwali,1,9,November,November,750,750,5,Thursday,Tuesday
39,C054,43,2,45232,0.809699074,45234,0.561597222,Vellore,Diwali,19,13,November,November,750,1500,2,Thursday,Saturday
49,C020,43,1,45241,0.739236111,45248,0.576296296,Nangloi Jat,Diwali,17,13,November,November,750,750,7,Saturday,Saturday
14,C042,60,1,45238,0.157013889,45245,0.505578704,Bilaspur,Diwali,3,12,November,November,827,827,7,Wednesday,Wednesday
17,C056,60,2,45234,0.480243056,45243,0.777928241,Kota,Diwali,11,18,November,November,827,1654,9,Saturday,Monday
38,C067,37,3,45241,0.521157407,45244,0.517256944,Indore,Diwali,12,12,November,November,1428,4284,3,Saturday,Tuesday
40,C066,48,4,45232,0.593865741,45235,0.187430556,Raiganj,Diwali,14,4,November,November,433,1732,3,Thursday,Sunday
61,C058,44,2,45238,0.935011574,45240,0.339247685,Panihati,Diwali,22,8,November,November,794,1588,2,Wednesday,Friday
76,C054,4,1,45239,0.217488426,45242,0.024189815,Anand,Diwali,5,0,November,November,1199,1199,3,Thursday,Sunday
90,C088,41,3,45239,0.871018519,45248,0.742071759,Shahjahanpur,Diwali,20,17,November,November,1977,5931,9,Thursday,Saturday
97,C041,41,1,45233,0.841342593,45238,0.066261574,Bhavnagar,Diwali,20,1,November,November,1977,1977,5,Friday,Wednesday
106,C095,41,2,45236,0.747060185,45238,0.958657407,Chinsurah,Diwali,17,23,November,November,1977,3954,2,Monday,Wednesday
107,C041,4,3,45236,0.429247685,45242,0.597465278,Gorakhpur,Diwali,10,14,November,November,1199,3597,6,Monday,Sunday
112,C023,37,3,45241,0.275046296,45244,0.660405093,Kochi,Diwali,6,15,November,November,1428,4284,3,Saturday,Tuesday
116,C009,4,3,45241,0.602835648,45250,0.22599537,Howrah,Diwali,14,5,November,November,1199,3597,9,Saturday,Monday
127,C051,60,4,45232,0.586550926,45233,0.809039352,Dhanbad,Diwali,14,19,November,November,827,3308,1,Thursday,Friday
133,C018,43,5,45240,0.661041667,45246,0.474201389,Tiruppur,Diwali,15,11,November,November,750,3750,6,Friday,Thursday
151,C051,43,1,45233,0.904467593,45240,0.163912037,Jalna,Diwali,21,3,November,November,750,750,7,Friday,Friday
159,C095,43,3,45239,0.896979167,45241,0.205509259,Davanagere,Diwali,21,4,November,November,750,2250,2,Thursday,Saturday
166,C035,4,3,45237,0.96212963,45240,0.258865741,Madanapalle,Diwali,23,6,November,November,1199,3597,3,Tuesday,Friday
167,C019,37,4,45234,0.0603125,45237,0.636423611,Nangloi Jat,Diwali,1,15,November,November,1428,5712,3,Saturday,Tuesday
174,C048,4,3,45233,0.652314815,45243,0.754699074,Malda,Diwali,15,18,November,November,1199,3597,10,Friday,Monday
183,C082,48,3,45239,0.758113426,45241,0.645439815,Bahraich,Diwali,18,15,November,November,433,1299,2,Thursday,Saturday
190,C096,60,5,45239,0.523483796,45243,0.570416667,Darbhanga,Diwali,12,13,November,November,827,4135,4,Thursday,Monday
250,C086,37,5,45238,0.630173611,45239,0.063958333,Korba,Diwali,15,1,November,November,1428,7140,1,Wednesday,Thursday
256,C065,4,5,45236,0.801261574,45244,0.754108796,Suryapet,Diwali,19,18,November,November,1199,5995,8,Monday,Tuesday
261,C041,37,3,45236,0.58599537,45242,0.84568287,Malegaon,Diwali,14,20,November,November,1428,4284,6,Monday,Sunday
274,C078,41,5,45232,0.276284722,45242,0.870555556,Raebareli,Diwali,6,20,November,November,1977,9885,10,Thursday,Sunday
282,C092,41,2,45241,0.431122685,45249,0.924768519,Mangalore,Diwali,10,22,November,November,1977,3954,8,Saturday,Sunday
309,C071,60,4,45240,0.276886574,45243,0.2184375,Mangalore,Diwali,6,5,November,November,827,3308,3,Friday,Monday
314,C029,43,4,45235,0.492141204,45245,0.205150463,Patiala,Diwali,11,4,November,November,750,3000,10,Sunday,Wednesday
331,C023,41,5,45234,0.909675926,45235,0.592731481,Patna,Diwali,21,14,November,November,1977,9885,1,Saturday,Sunday
349,C017,44,4,45241,0.147650463,45242,0.438344907,Junagadh,Diwali,3,10,November,November,794,3176,1,Saturday,Sunday
360,C099,41,1,45236,0.133298611,45239,0.73994213,Belgaum,Diwali,3,17,November,November,1977,1977,3,Monday,Thursday
364,C003,43,3,45238,0.256261574,45239,0.192743056,Satara,Diwali,6,4,November,November,750,2250,1,Wednesday,Thursday
374,C087,4,1,45237,0.324675926,45239,0.939398148,Guna,Diwali,7,22,November,November,1199,1199,2,Tuesday,Thursday
380,C009,60,4,45238,0.564606481,45245,0.986539352,Bidhannagar,Diwali,13,23,November,November,827,3308,7,Wednesday,Wednesday
383,C016,37,1,45236,0.011631944,45238,0.840185185,Panchkula,Diwali,0,20,November,November,1428,1428,2,Monday,Wednesday
392,C085,4,2,45235,0.138136574,45236,0.786909722,Gangtok,Diwali,3,18,November,November,1199,2398,1,Sunday,Monday
397,C034,4,5,45239,0.2834375,45244,0.564282407,Junagadh,Diwali,6,13,November,November,1199,5995,5,Thursday,Tuesday
411,C006,48,1,45235,0.688587963,45238,0.306550926,Nadiad,Diwali,16,7,November,November,433,433,3,Sunday,Wednesday
427,C042,48,5,45233,0.330925926,45243,0.94875,Gudivada,Diwali,7,22,November,November,433,2165,10,Friday,Monday
444,C021,60,3,45232,0.042511574,45239,0.412731481,Jalna,Diwali,1,9,November,November,827,2481,7,Thursday,Thursday
462,C069,60,5,45234,0.757013889,45243,0.597384259,Kirari Suleman Nagar,Diwali,18,14,November,November,827,4135,9,Saturday,Monday
485,C029,43,4,45236,0.805833333,45244,0.810578704,Bhubaneswar,Diwali,19,19,November,November,750,3000,8,Monday,Tuesday
512,C008,41,1,45235,0.112974537,45241,0.549074074,Ranchi,Diwali,2,13,November,November,1977,1977,6,Sunday,Saturday
517,C064,60,5,45239,0.042511574,45247,0.795081019,Aligarh,Diwali,1,19,November,November,827,4135,8,Thursday,Friday
587,C018,43,1,45232,0.035694444,45233,0.445208333,Panchkula,Diwali,0,10,November,November,750,750,1,Thursday,Friday
